down,up,timedelta
89,89,10089
84,32,10233
76,81,10812
66,84,10417
68,75,10379
84,84,10251
75,78,10290
84,66,10350
78,72,10408
32,80,10702
74,84,10896
71,75,10850
32,84,9984
78,78,9982
84,32,10057
78,90,10012
66,66,9994
86,72,9911
74,74,9971
82,78,9886
16,66,9902
32,76,9641
69,69,9304
76,70,9347
74,32,9325
85,70,9255
32,76,9206
50,74,9127
57,85,9051
57,32,9121
49,54,8901
32,53,8850
68,57,9222
16,49,10090
32,32,10351
191,67,10272
66,32,9637
78,90,9677
67,70,9729
70,89,9592
72,66,9637
32,88,9527
70,8,9540
75,66,10049
70,70,10142
88,16,10134
70,89,10012
89,32,10434
32,191,10237
81,70,9770
84,76,9693
75,74,9751
84,85,9810
78,32,10061
66,53,10088
72,53,10058
80,57,10252
84,49,10879
75,32,12334
84,90,12390
78,75,12454
32,190,12546
90,66,12703
66,32,12753
72,56,12789
74,50,12918
78,32,13116
66,77,13088
76,67,13001
69,74,12980
70,75,12959
32,66,13043
70,68,13040
76,90,13192
74,74,13152
85,71,13083
32,32,13241
54,70,13205
53,82,13218
57,74,12910
49,78,12111
32,67,11600
67,74,11691
32,68,11913
90,66,11801
70,76,11895
89,70,11908
66,75,11853
88,68,11894
8,16,11811
66,32,12095
70,84,12127
89,8,12050
16,90,12301
32,66,12106
191,89,12141
70,84,12007
76,76,11970
74,66,11957
85,68,11817
32,84,11697
53,75,11594
53,84,11572
57,16,11086
49,78,10204
32,13,10245
90,90,10436
75,66,10399
190,72,10288
66,74,10194
32,78,10177
56,67,10133
50,66,10325
32,16,9956
77,13,14569
67,191,18868
74,39,19344
75,84,19843
66,77,19759
68,8,19850
90,84,19967
74,72,20068
71,74,20115
32,86,19876
70,66,19780
82,72,19746
74,16,19770
78,71,19672
67,32,19763
74,16,19796
68,54,19385
66,66,20163
76,78,20123
70,67,20103
75,84,20240
68,16,20207
16,68,20164
32,37,19631
84,16,19770
8,50,19703
90,50,19379
66,32,19622
89,78,21158
84,81,21134
76,70,21181
66,67,21269
68,189,21399
84,8,21821
75,32,22374
84,78,22409
78,84,22317
16,89,22489
13,72,21390
90,84,21160
66,78,21136
72,89,21191
74,66,21191
78,32,21197
67,84,21207
66,186,20804
16,82,20720
13,70,16265
191,78,11926
39,32,11430
84,70,10956
77,32,11209
8,191,11109
84,16,10849
72,39,11099
74,39,11097
86,39,11139
66,39,11318
72,82,13496
71,90,13461
16,70,13539
32,16,13528
54,86,13386
16,32,13367
66,74,12973
78,66,13001
67,76,13102
84,70,13028
68,16,13040
16,72,13003
37,37,13394
50,16,13274
50,50,13159
16,50,13160
32,37,13870
78,37,12688
81,40,13507
70,66,13962
67,66,13981
189,67,14173
8,67,13728
32,74,13187
78,72,13277
84,16,13138
89,32,13580
72,74,13537
84,66,13647
78,76,13736
89,8,14056
66,68,14863
32,70,14659
84,16,14779
186,72,14726
82,16,15024
70,37,16371
78,16,16603
32,50,16561
70,50,16581
32,16,17040
191,18,16992
16,37,17247
39,37,17017
39,37,17089
39,37,17068
39,37,16985
39,37,17118
39,37,17282
39,37,17489
39,16,18905
39,77,18909
39,8,19669
39,16,19575
82,86,18158
90,70,18158
70,32,19246
86,56,19806
16,188,20099
32,56,20248
74,56,20286
66,37,21438
76,16,21464
70,48,21366
72,57,21328
16,32,21465
37,188,21399
50,39,25171
50,16,25524
16,77,25166
37,70,24934
37,32,25194
37,49,26392
37,190,26517
37,8,27118
37,77,27760
37,50,29545
37,48,29712
37,49,30210
37,37,31635
37,16,31689
40,48,31473
66,57,31361
66,32,31570
67,188,32056
67,39,34400
74,16,36681
72,77,36529
16,8,37041
32,16,37475
74,86,37396
66,70,37585
76,32,38326
8,56,38630
68,188,38295
70,57,38988
72,56,38890
16,37,40958
16,16,40956
16,48,40964
16,57,41110
16,39,41682
37,16,46721
50,77,46373
50,70,46807
16,16,46816
16,17,46140
18,18,46174
37,32,46238
37,66,46191
37,78,46175
37,67,46061
37,84,46125
37,16,46151
37,68,46029
37,37,46352
37,16,46574
37,50,46610
37,50,46725
37,32,46929
37,16,47152
37,54,47156
37,70,49591
37,75,49677
37,70,50446
37,89,50487
37,70,50619
37,82,50306
77,32,49851
16,219,49592
8,83,49287
86,89,48850
70,77,48702
16,75,48816
16,84,48899
16,78,48474
32,70,47939
56,79,47387
188,84,47082
56,68,46825
56,74,47073
37,66,45974
48,76,46148
57,70,46072
16,72,45957
32,32,45868
188,66,45723
39,72,41731
77,78,41421
70,32,41194
16,66,41098
32,32,40880
49,39,40173
190,16,42129
8,82,41530
77,32,41390
50,90,39775
48,66,39748
49,67,39441
37,67,38094
48,74,37653
57,72,37477
16,16,37269
32,37,37717
188,16,37057
39,50,34546
77,50,32319
16,32,32422
8,191,32089
86,16,30939
70,39,32020
16,16,32210
32,16,31843
56,52,31586
188,8,31243
57,51,31226
56,50,31303
37,32,29414
48,90,29406
57,66,29275
16,67,29270
39,67,29044
77,74,23109
70,72,22809
16,16,22705
16,37,22992
18,16,23187
32,50,22805
66,50,22905
78,32,23042
67,191,23086
84,16,22923
68,39,23269
16,49,24355
37,32,24425
50,90,24407
50,66,24383
16,67,24404
32,67,24459
54,74,24369
16,72,24246
70,16,22147
75,37,22650
70,16,22914
89,50,23122
70,50,23314
82,32,28662
32,16,29326
219,54,29190
83,70,30591
89,75,30597
77,70,30501
75,89,30504
84,70,30462
78,82,30513
70,32,30619
79,219,30881
84,83,31508
68,89,31459
74,89,31229
66,74,31159
76,66,31250
70,80,31367
72,66,31454
32,68,31339
66,84,31496
72,75,31447
78,84,31403
32,78,31386
66,32,31484
32,66,31328
39,72,31012
82,78,29037
16,32,29648
32,81,29365
90,66,29253
66,79,29340
67,190,29333
67,90,29361
74,89,29294
72,66,29195
16,76,29254
37,84,28961
50,221,28881
50,188,29910
16,74,29958
32,32,29853
191,191,29707
16,16,29494
39,67,29091
16,82,28726
16,84,28603
52,75,28401
8,71,28234
51,86,27652
50,74,27570
32,82,27311
90,32,27556
66,70,27607
67,66,27509
67,76,27093
74,84,27056
72,86,26985
16,189,26881
37,67,26900
50,67,26882
50,70,26888
16,86,26918
32,32,26906
191,81,26876
16,83,26964
39,89,26763
49,89,25779
32,84,25454
90,86,25325
66,84,25383
67,8,25282
67,8,25330
74,84,25565
72,86,25479
16,72,25398
37,68,25928
50,74,24659
50,67,24588
16,32,24725
32,74,19565
54,78,18850
16,222,18753
70,32,17613
75,189,17689
70,32,17881
89,39,18028
70,82,19033
82,74,18993
32,78,18992
219,67,18599
83,74,18053
89,68,18454
89,66,18437
74,76,18462
66,70,18047
80,75,18002
66,68,18049
68,16,17969
84,37,18057
75,16,18198
84,50,18189
78,50,18302
32,37,18586
66,37,18838
72,32,24537
78,39,24614
32,16,24455
81,82,24416
66,8,24808
79,16,25058
190,84,25202
90,72,25328
89,78,25465
66,85,25665
76,37,26188
84,16,26313
221,50,26174
188,50,25148
74,32,25688
32,16,26211
191,82,26245
16,72,26494
67,78,25994
82,85,26056
84,68,26308
75,32,27255
71,75,27827
86,70,27820
74,66,28265
82,75,28566
32,66,28337
70,65,28503
66,16,28439
76,16,28852
84,32,29249
86,189,29310
189,32,29379
67,74,29571
67,66,29643
70,76,29659
86,70,29663
32,16,29650
81,72,29565
83,32,30617
89,66,30433
89,32,30384
84,84,30373
86,66,30232
84,89,30232
8,84,30262
8,76,30180
84,66,29956
86,68,29833
72,84,29919
68,75,29069
74,84,29037
67,16,29004
32,78,28614
74,32,29460
78,84,29491
222,74,29368
32,82,29275
189,67,29308
32,72,29131
39,74,29592
82,86,28569
74,66,28561
78,72,28577
67,71,28695
74,16,28517
68,32,28349
66,189,28361
76,8,28766
70,187,29367
75,32,29595
68,39,29606
16,82,30244
37,74,30056
50,78,29933
50,67,29776
16,74,29749
37,68,30006
37,66,29701
32,76,24077
39,70,23882
82,75,23393
16,68,23525
8,16,23131
84,37,22616
72,16,22586
78,50,22465
85,50,22432
16,32,22880
37,16,22691
50,82,22445
50,72,22620
16,78,22550
32,85,22362
82,13,22274
72,191,22258
78,39,22539
85,90,22909
68,66,22583
16,89,22255
32,84,21689
75,88,21227
70,70,21256
66,89,20822
75,80,20709
66,37,21582
65,16,21441
16,48,21297
16,57,20895
32,32,21461
189,82,21500
32,74,21323
74,78,21015
66,67,20917
76,74,20815
70,68,20907
72,66,21135
16,76,20876
32,70,20232
66,75,20209
32,68,20300
84,16,20213
66,32,20373
89,191,20761
84,86,20793
76,67,21183
66,32,21199
68,191,21241
84,16,21057
75,90,21524
84,66,21513
78,89,21443
16,84,21405
32,88,20727
84,70,20703
74,89,20709
82,80,20796
67,32,21069
72,84,21081
74,66,20365
86,85,20453
66,69,20458
72,72,20405
71,76,20348
16,32,20402
32,66,20202
189,32,20295
8,78,19835
187,190,19313
32,69,19000
39,68,18879
82,78,18277
74,67,18305
78,84,18385
67,79,18397
74,69,18436
68,67,18159
66,32,18312
76,70,18184
70,89,18222
75,66,18280
68,86,18194
16,72,18412
37,84,18288
50,78,18050
50,32,18159
16,74,17936
32,85,17525
82,74,17432
72,78,17292
78,222,17339
85,32,17542
16,69,17453
13,16,16967
191,13,17363
39,191,17840
90,66,19015
66,66,19097
89,76,19201
84,84,19238
88,71,19228
70,74,19128
89,75,19142
80,82,18978
37,66,18445
48,87,18282
57,89,18357
16,222,18328
32,32,17975
82,81,17803
74,74,17730
78,89,17760
67,76,17809
74,74,17827
68,188,17789
66,74,17421
76,68,17352
70,67,17442
75,32,17720
68,189,17711
16,32,18701
32,66,18730
191,66,18346
86,76,18426
67,84,18045
32,71,18029
191,66,18221
16,82,18147
90,66,17861
66,68,17935
89,16,17867
84,8,18090
88,8,18425
70,66,18871
89,68,18860
80,32,18836
32,80,18525
84,66,18659
66,32,18734
85,75,18757
69,70,18904
72,66,18911
76,72,18873
32,84,18834
66,78,18809
32,70,18795
78,86,19141
190,16,18974
69,13,19312
68,39,19883
78,90,20860
67,66,20826
84,89,20762
79,70,20681
69,71,20679
67,8,20474
32,70,21277
70,86,21335
89,74,21354
66,82,21311
86,74,21344
72,66,21245
84,76,21298
78,70,21456
32,72,21154
74,84,21255
85,75,21219
74,84,21142
78,78,21079
222,37,21231
32,16,20944
69,48,20838
16,57,20841
13,32,20766
191,82,21186
66,74,20030
66,78,20046
76,67,19886
84,74,19922
71,68,19880
74,66,20255
75,76,20293
82,70,20267
66,75,19790
87,68,19843
89,16,19698
222,18,19547
32,16,19462
81,8,19639
74,8,19657
89,8,19656
76,8,19593
74,8,19614
188,76,19873
74,70,19846
68,75,19880
67,68,19952
32,16,19554
