up,down,timedelta
72,89,-18992
84,89,-18936
78,84,-18576
84,75,-17528
80,84,-18265
66,76,-17616
8,84,-17753
84,72,-17416
76,71,-17431
32,74,-17351
191,32,-17467
16,66,-17650
66,75,-17289
66,70,-17335
72,68,-17376
90,70,-17392
75,76,-17456
70,83,-17152
86,68,-17128
32,32,-16665
66,86,-16602
82,83,-16704
66,89,-17223
78,89,-17170
82,84,-17216
70,74,-17360
75,68,-17280
66,32,-17687
65,86,-18972
74,66,-18711
72,82,-18711
71,67,-18944
32,80,-19703
90,69,-19880
75,87,-20696
76,89,-21361
32,70,-21472
70,72,-21416
78,65,-22015
89,16,-21959
84,32,-22216
67,191,-22337
188,219,-22682
70,70,-22939
32,76,-22992
74,74,-23071
68,85,-23072
78,32,-23491
67,103,-23863
84,100,-23784
88,104,-24463
66,97,-24512
75,109,-24817
74,100,-24952
82,100,-24976
32,104,-24112
84,97,-24824
74,32,-25912
89,68,-24908
89,32,-24911
84,70,-26296
75,82,-26279
84,66,-25872
76,71,-25985
84,32,-26529
72,66,-26176
71,75,-26096
74,85,-25041
32,66,-25447
66,78,-25456
75,67,-25530
70,74,-25488
68,76,-26218
70,32,-26233
76,66,-26144
83,32,-26065
68,69,-26032
32,76,-26055
86,74,-26006
83,85,-25927
89,32,-25711
89,96,-26346
84,99,-26801
74,104,-26625
68,97,-26736
32,32,-26937
86,68,-25587
66,32,-25898
82,77,-25871
67,67,-25656
80,66,-24920
69,75,-24707
87,70,-23880
89,88,-23160
70,70,-23089
72,89,-23080
16,32,-22640
65,84,-22736
32,83,-22270
191,72,-22080
219,74,-21529
70,78,-21192
76,74,-21008
74,82,-20960
85,32,-21384
32,191,-20873
103,16,-20352
100,8,-20385
104,32,-21257
97,84,-21225
109,82,-20983
100,66,-20872
100,72,-20776
104,65,-21345
97,70,-21034
32,16,-19950
68,8,-20216
32,8,-20232
70,65,-19088
82,65,-19522
66,16,-19287
71,32,-19510
32,81,-18968
66,74,-18911
75,89,-19064
85,72,-18929
66,84,-18408
78,68,-18536
67,84,-18665
74,67,-19464
76,16,-18752
32,32,-18798
66,68,-18761
32,32,-18767
69,89,-18791
76,81,-18735
74,74,-18856
85,68,-18727
32,32,-18442
96,219,-17734
99,83,-17633
104,89,-17464
97,77,-17575
32,75,-16991
68,70,-16936
32,66,-17129
77,89,-17095
67,74,-17368
66,75,-17239
75,74,-17239
70,82,-17536
88,32,-17712
70,219,-17705
89,8,-19000
32,8,-18934
84,32,-19241
83,221,-19273
72,66,-19544
74,82,-19545
78,67,-19681
74,8,-19577
82,86,-20279
32,80,-20224
16,69,-20424
191,87,-20760
8,89,-20879
32,70,-19440
84,72,-19808
82,65,-20161
66,8,-20464
72,65,-20912
65,16,-20407
16,32,-41046
70,90,-42638
8,86,-42653
8,84,-42983
65,8,-43504
16,8,-43080
65,8,-43216
32,8,-42760
81,86,-42974
74,66,-42839
89,84,-42815
72,71,-42791
84,72,-42790
68,68,-42878
84,32,-42814
16,74,-42030
67,68,-42143
32,32,-41879
68,70,-42238
32,75,-42224
89,67,-42602
81,74,-42856
74,72,-42776
68,80,-43202
32,8,-43903
219,219,-44262
83,74,-45151
89,68,-45207
77,32,-45065
75,74,-45127
70,82,-45040
66,80,-44936
89,84,-44911
74,72,-44598
75,32,-44848
74,70,-44814
82,78,-44519
32,89,-44493
219,84,-44399
8,67,-43038
8,188,-43215
32,70,-43007
221,32,-43447
66,77,-43104
82,78,-43070
67,67,-42918
8,74,-42991
86,89,-42369
80,72,-42416
69,90,-42687
87,75,-42559
89,69,-42293
70,71,-42199
72,74,-41974
65,71,-41888
8,16,-41416
65,16,-41871
16,8,-42119
32,16,-21159
90,8,-19759
86,8,-19304
84,8,-18969
8,8,-18215
8,8,-18181
8,90,-18432
8,75,-18419
86,69,-18367
66,71,-18485
84,74,-18679
71,71,-18622
72,13,-20344
68,191,-20214
32,8,-20608
74,190,-21133
68,81,-22832
32,74,-22957
70,82,-22536
75,72,-22728
67,70,-22448
74,86,-22173
72,32,-22257
80,81,-21862
8,74,-21208
219,68,-20849
74,74,-19560
68,85,-19456
32,72,-19616
74,74,-19943
82,78,-19936
80,32,-19864
84,81,-19839
72,74,-19944
32,78,-19761
70,222,-19912
78,32,-20111
89,76,-19944
84,8,-20616
67,80,-20967
188,74,-20985
70,71,-20935
32,32,-20877
77,90,-20847
78,67,-21056
67,78,-21226
74,84,-21222
89,70,-21152
72,82,-21513
90,67,-21185
75,69,-21207
69,71,-21151
71,83,-21670
74,68,-21288
71,32,-21402
16,78,-21762
16,89,-21192
8,84,-20872
16,67,-20719
8,188,-20816
8,70,-20846
8,32,-21175
8,72,-21128
8,74,-21377
90,71,-21248
75,32,-21383
69,219,-21112
71,66,-21488
74,67,-21208
71,32,-21552
13,74,-19808
191,76,-20021
8,32,-19816
190,191,-19360
81,16,-17685
74,8,-17648
82,32,-17942
72,50,-18055
70,16,-18199
86,74,-18608
32,89,-18957
81,72,-19039
74,84,-18927
68,71,-19856
74,16,-19864
85,8,-20000
72,66,-20150
74,16,-19983
78,50,-22389
32,16,-22350
81,32,-22248
74,32,-22849
78,66,-23396
222,75,-23167
32,70,-23207
76,8,-23221
8,74,-22871
80,68,-22470
74,8,-22705
71,79,-23593
32,80,-23084
90,70,-23218
67,89,-22983
78,32,-23103
84,76,-23007
70,74,-23520
82,68,-22719
67,70,-22809
69,80,-22704
71,32,-22986
83,191,-22497
68,16,-22521
32,70,-22087
78,82,-21871
89,78,-21903
84,66,-21943
67,71,-21921
188,70,-21752
70,89,-21673
32,32,-21432
72,70,-21456
74,68,-21225
71,78,-21313
32,67,-21265
219,76,-21431
66,74,-21111
67,68,-21183
32,80,-21084
74,66,-21224
76,74,-20963
32,72,-20704
16,71,-20711
191,32,-20936
8,86,-20719
32,74,-20560
50,72,-20193
16,78,-20511
74,89,-19656
89,84,-19361
72,87,-19304
84,32,-20217
16,86,-19417
71,83,-19535
8,89,-19831
16,68,-19817
66,74,-19767
50,89,-17167
16,67,-17687
32,74,-17665
32,32,-17456
66,75,-16913
75,70,-16953
70,78,-17221
8,67,-18704
74,32,-18376
68,66,-18433
8,66,-18041
80,68,-17247
79,78,-17488
70,67,-17366
89,76,-17911
32,84,-17670
76,75,-17976
74,8,-17767
68,78,-18040
70,67,-17895
80,74,-17880
32,71,-17630
16,68,-18423
191,32,-18705
70,81,-18457
82,83,-18657
78,72,-18520
66,74,-18528
71,78,-18512
70,74,-18600
89,82,-18656
32,32,-18796
70,191,-18766
68,16,-18768
78,69,-18696
67,76,-18648
76,74,-18441
74,85,-18871
68,32,-19680
80,101,-20023
66,96,-19813
74,104,-20607
72,97,-20638
71,32,-21247
32,68,-21105
86,32,-21062
74,84,-21127
72,77,-21551
78,75,-21432
89,72,-21592
84,8,-22111
87,71,-23232
32,8,-22927
86,75,-25312
83,70,-25368
89,78,-24703
68,89,-24879
74,74,-25015
89,71,-25296
67,16,-25079
74,32,-25447
32,68,-24951
75,32,-25119
70,70,-25144
78,76,-24663
67,74,-23287
32,68,-23302
66,70,-23841
66,80,-23945
68,32,-23974
78,74,-23934
67,85,-23904
76,74,-23577
84,68,-23529
75,74,-23616
8,89,-23383
78,32,-23209
67,66,-23169
74,66,-23128
71,78,-23153
68,83,-22480
32,72,-22424
81,82,-22383
83,78,-22346
72,74,-22352
74,32,-22552
78,68,-22512
74,32,-22415
82,77,-22415
32,78,-22448
16,67,-22440
191,70,-22713
69,86,-22421
76,66,-23078
74,76,-23045
85,74,-22528
32,219,-22441
101,188,-23544
96,74,-23977
104,84,-23416
97,89,-23368
32,32,-23328
68,70,-23335
32,75,-23296
84,82,-23411
77,66,-23410
75,89,-23704
72,80,-23560
8,74,-22944
71,68,-22330
8,32,-21888
75,8,-19607
70,68,-20151
78,8,-20158
89,32,-20475
74,74,-20392
71,85,-20130
16,84,-20376
32,88,-19648
68,32,-20111
32,70,-19951
70,80,-20598
76,189,-21037
74,8,-21213
68,80,-21990
70,8,-21737
80,8,-22048
32,80,-22055
74,187,-22369
85,80,-22775
74,66,-22605
68,32,-22879
74,191,-22695
89,16,-22520
32,74,-22471
66,89,-23048
66,88,-23223
78,70,-23424
83,76,-23296
72,69,-23337
82,32,-23440
78,70,-23230
74,75,-23166
32,73,-23519
68,74,-23543
32,71,-23783
77,32,-23856
78,70,-23687
67,78,-23736
70,89,-23736
86,84,-23743
66,67,-23184
76,188,-23422
74,70,-23600
219,8,-22793
188,68,-21487
74,32,-21303
84,90,-21088
89,66,-21160
32,87,-20623
70,70,-20660
75,80,-20736
82,66,-20586
66,75,-20206
89,70,-19879
80,84,-20255
74,72,-20815
68,16,-20486
32,32,-20399
8,191,-20360
68,16,-19847
8,69,-20025
32,76,-19625
74,74,-19621
85,85,-19465
84,32,-20784
88,104,-21376
32,105,-22335
70,103,-22958
80,97,-22455
189,32,-22541
8,68,-24504
80,32,-23929
8,74,-23599
8,89,-23279
80,72,-23265
187,84,-22976
80,71,-22737
66,16,-22669
32,32,-23255
16,66,-23192
191,69,-23347
74,75,-23735
89,16,-22946
88,16,-22659
70,16,-22434
76,16,-22284
69,16,-22053
32,16,-21864
70,16,-21703
75,16,-21633
73,16,-20967
74,16,-20745
71,16,-20420
32,16,-20701
70,189,-20974
78,66,-21862
89,72,-21720
84,89,-22680
67,70,-22782
188,16,-22624
70,32,-23104
8,70,-23104
68,8,-22846
32,66,-23096
90,85,-23040
66,69,-23135
87,72,-23098
70,76,-23086
80,32,-23199
66,74,-23048
75,85,-23071
70,84,-23305
84,74,-22952
16,68,-22343
72,67,-22904
32,32,-22585
191,66,-22510
16,79,-22320
69,74,-22912
76,8,-22862
74,70,-23388
85,86,-23336
32,74,-22384
104,71,-21808
105,32,-20800
103,66,-20135
97,72,-19967
32,71,-19423
68,8,-18087
32,89,-18175
74,32,-18680
89,74,-18586
72,68,-18456
84,78,-18596
71,67,-18353
16,76,-18767
32,74,-17993
66,68,-17881
69,80,-17959
16,66,-17567
75,74,-17688
189,72,-16599
66,71,-15593
72,32,-15649
89,84,-14697
70,74,-14615
16,68,-14643
32,74,-13974
70,67,-14927
8,67,-14969
66,70,-14888
85,86,-14944
69,32,-14839
72,74,-14833
76,85,-14720
32,84,-14679
74,32,-14818
85,75,-14697
84,66,-14593
74,76,-14488
68,70,-14673
67,75,-14168
32,70,-14047
66,89,-13959
79,32,-14104
74,66,-13337
8,32,-13283
70,70,-12711
86,82,-13144
74,78,-12976
71,66,-13057
32,71,-12752
66,70,-12760
72,89,-12737
71,32,-12856
8,78,-11871
89,71,-11775
32,84,-11576
74,87,-11553
68,84,-12030
78,72,-11959
67,32,-12216
76,81,-12040
74,83,-12087
68,89,-12135
80,78,-12143
66,84,-12223
74,72,-12239
72,82,-12304
71,84,-12423
32,67,-12415
84,32,-12591
74,75,-12496
68,66,-12600
74,71,-12482
67,69,-11777
67,82,-12536
70,32,-12337
86,84,-13718
32,77,-14136
74,188,-15863
85,190,-17679
84,76,-17927
32,16,-17816
75,8,-18318
66,190,-18631
76,16,-18719
70,32,-18880
75,66,-18858
70,72,-18767
89,89,-19016
32,70,-19488
66,16,-19527
32,32,-19998
70,77,-19952
82,75,-19522
78,84,-19257
66,78,-19136
71,8,-19609
70,75,-19830
89,70,-19878
32,86,-19888
78,66,-20000
71,89,-19744
84,66,-19647
87,72,-19640
84,71,-19127
72,76,-19384
32,84,-19105
81,72,-19120
83,71,-18899
89,32,-19064
78,84,-18881
84,186,-18736
72,80,-18997
82,74,-18880
84,71,-19464
67,16,-19501
32,8,-20175
75,220,-20792
66,13,-20593
71,32,-22064
69,191,-21776
82,81,-21185
32,84,-21200
84,89,-19696
77,80,-19480
188,84,-17930
190,75,-16024
16,74,-16040
76,188,-16047
8,32,-15544
16,219,-15824
190,8,-15775
32,221,-15639
66,83,-16536
72,188,-16552
89,190,-16728
70,75,-16521
16,32,-17155
32,78,-16727
77,74,-16766
75,32,-18335
84,190,-18304
78,84,-18560
8,87,-18056
75,70,-18248
70,89,-18135
86,70,-18047
66,71,-18582
89,8,-19193
66,8,-19039
72,8,-19033
71,8,-19040
76,8,-18812
84,8,-18734
72,8,-18639
71,89,-19005
32,84,-18697
84,87,-18727
186,70,-19040
80,89,-18808
74,70,-19295
71,89,-18616
16,32,-18800
8,82,-17760
220,70,-17088
13,82,-17247
32,32,-15871
191,84,-15809
81,89,-15705
84,32,-15679
89,66,-15664
80,75,-15440
84,32,-15583
75,70,-15551
74,68,-15344
188,76,-15585
32,84,-15407
219,32,-15295
8,86,-15159
221,70,-15496
83,78,-14552
188,89,-14745
190,84,-14697
75,66,-14383
32,8,-13912
78,84,-14192
74,87,-14271
32,70,-13031
190,71,-12936
84,32,-13023
87,86,-13023
70,66,-12647
89,74,-12608
70,68,-13064
71,67,-12842
8,32,-12495
8,78,-12503
8,89,-12592
8,84,-12625
8,67,-12687
8,188,-13080
8,70,-13142
89,32,-13161
84,75,-13289
87,70,-13513
70,68,-13168
89,83,-13431
70,67,-13231
89,66,-13337
32,71,-13296
82,74,-13608
70,72,-13644
82,71,-13623
32,32,-13864
84,77,-13833
89,72,-13943
32,70,-14431
66,82,-14535
75,84,-14767
32,75,-14544
70,16,-14430
68,16,-14358
76,16,-14006
84,16,-13849
32,16,-13528
86,16,-13354
70,16,-12570
78,16,-12977
89,32,-13064
84,191,-12855
66,8,-12968
8,191,-13720
84,16,-13280
87,70,-13191
70,78,-12993
71,89,-13103
32,84,-12927
86,67,-12894
66,188,-13048
74,70,-13128
68,32,-13351
67,78,-12943
32,71,-12886
78,84,-13184
89,87,-13272
84,84,-13463
67,72,-13436
188,32,-17368
70,75,-17311
32,70,-17071
75,78,-17112
70,74,-16993
68,188,-18247
83,70,-18136
67,72,-18422
66,80,-18720
71,70,-18648
74,72,-18736
72,32,-20105
71,86,-20064
32,70,-19944
77,67,-20271
72,32,-20304
70,72,-20016
82,84,-20176
84,89,-20040
75,66,-20050
16,76,-20126
32,72,-19503
191,8,-19640
8,76,-20159
16,74,-19857
191,16,-19822
70,32,-19631
78,72,-20169
89,84,-19951
84,77,-20080
67,71,-20270
188,16,-20104
70,32,-20551
32,74,-19969
78,78,-19961
71,88,-19831
84,32,-19533
87,191,-19351
84,16,-19016
72,78,-19926
32,190,-16033
75,70,-16345
70,78,-16189
78,66,-16366
74,88,-16321
188,67,-15288
70,32,-15126
72,66,-14560
80,82,-14248
70,66,-14361
72,72,-13872
32,74,-12574
86,8,-13917
70,8,-13792
67,8,-13311
32,8,-13027
72,8,-12699
84,8,-12299
89,8,-12622
66,123,-12912
76,67,-14063
72,32,-13768
8,66,-13385
76,82,-12764
16,66,-12743
74,82,-12871
32,74,-12751
72,78,-12745
84,67,-12799
77,66,-12712
71,8,-12481
16,67,-12880
32,32,-12480
74,84,-12488
78,83,-12479
88,72,-12584
32,74,-12669
16,78,-12755
191,74,-13073
78,82,-11999
190,84,-11786
70,89,-11623
78,16,-11567
66,8,-13160
88,39,-13488
67,37,-13382
32,39,-13518
66,32,-15135
82,39,-16949
66,39,-16734
72,39,-16630
74,39,-16479
8,39,-14936
123,39,-13794
67,39,-12554
32,39,-12475
66,39,-12307
82,39,-12148
66,39,-11949
82,39,-11784
74,39,-11625
78,39,-11011
67,39,-10778
66,39,-10523
8,39,-10411
67,39,-10536
32,89,-10865
84,8,-10712
83,37,-11496
72,37,-11377
74,37,-11310
78,37,-11241
74,37,-10992
82,37,-10989
84,37,-10676
16,37,-10389
89,37,-10398
8,37,-8400
39,37,-7959
37,37,-7762
39,37,-7457
32,37,-5602
39,37,-3610
89,37,-2534
8,39,-3017
37,39,-2100
37,39,-2464
37,75,-2727
37,8,-2894
37,39,-3416
37,39,-3377
39,39,-2168
75,37,-1606
8,37,-1318
39,37,-710
39,37,-585
39,37,-475
37,37,-169
32,37,1648
191,37,1870
66,37,1593
66,32,528
87,191,440
190,66,841
8,66,1050
77,87,1323
76,190,982
74,8,995
68,77,593
84,76,720
72,74,672
32,68,906
81,84,785
74,72,1016
82,32,623
67,81,809
8,74,576
82,82,849
80,67,904
8,8,1513
8,82,1330
80,80,1536
69,8,1161
69,8,1127
87,80,560
69,69,1463
70,69,1825
72,87,1633
65,69,912
32,70,1401
81,72,1497
74,65,1649
82,32,784
66,81,945
75,74,609
84,82,647
16,66,601
68,75,441
32,84,640
90,68,512
86,16,657
84,32,561
72,90,512
68,86,506
32,84,449
74,72,505
68,68,576
32,32,872
190,74,880
66,68,945
72,32,535
70,190,679
87,66,582
81,72,937
84,70,873
68,87,807
16,81,697
73,84,479
32,68,921
68,73,754
32,16,2033
74,32,1826
85,68,4242
84,32,3074
73,74,2971
68,85,1040
70,84,831
186,73,888
84,68,776
188,70,624
32,186,1200
16,84,952
191,188,801
70,32,456
72,191,408
84,16,497
89,70,439
66,72,839
76,84,727
72,89,961
16,66,777
74,76,705
32,72,703
70,74,593
72,16,584
84,32,535
77,70,681
16,72,1776
71,84,1535
32,77,1642
70,71,619
88,16,663
70,32,583
72,70,560
68,88,681
32,70,609
80,72,648
84,68,640
72,32,495
84,80,921
88,84,1192
32,72,1305
66,84,873
75,88,473
70,32,328
68,66,672
8,75,721
75,70,1161
70,68,815
76,8,851
74,75,528
72,70,472
71,76,608
32,74,680
83,72,736
72,71,688
78,32,704
67,83,751
84,72,720
67,78,960
32,67,985
72,84,911
66,67,678
67,32,687
82,72,1034
66,66,1008
75,67,911
222,82,1776
32,66,1898
78,75,3321
74,222,2206
78,32,1920
16,78,695
222,74,563
8,78,1371
16,222,1417
186,16,1359
8,8,906
16,186,874
220,16,849
32,8,1369
191,220,936
78,16,865
70,32,848
89,191,750
66,78,658
71,70,497
73,89,808
32,66,849
16,71,1465
191,73,1057
70,32,1137
67,191,1320
67,16,1327
66,70,1362
75,67,497
84,67,896
86,66,840
32,75,893
191,84,471
16,86,263
66,32,475
82,191,497
73,16,608
69,66,624
72,82,561
78,73,615
84,69,666
71,72,705
32,78,2760
8,84,2632
78,71,3553
77,32,1224
89,8,1310
84,78,565
72,77,704
74,89,682
82,84,823
32,72,1321
16,74,1256
191,82,840
71,32,632
74,191,1048
67,16,1200
67,71,1040
66,74,698
32,67,1968
16,67,1975
191,66,1803
72,32,826
8,191,841
74,16,1601
76,72,1296
89,8,1383
70,74,720
66,76,889
72,89,723
74,70,664
82,66,451
32,72,665
16,74,561
