down,up,timedelta
74,188,7568
71,32,8723
32,84,4343
89,79,3419
84,66,3452
74,188,3221
72,76,3340
78,70,3311
67,75,3311
74,82,3334
71,32,3409
32,70,3376
75,89,3342
83,32,3365
188,81,3461
32,74,2374
84,72,2259
79,74,2305
66,78,2215
188,74,2068
76,82,1899
70,32,1878
75,90,1893
82,86,1948
32,84,2051
70,72,2056
89,68,2078
32,32,2134
81,74,2061
74,68,1950
72,32,2300
74,191,2195
78,16,2163
74,66,2643
82,66,2735
32,72,2866
90,74,2954
86,78,2821
84,66,2853
72,72,2910
68,72,2941
32,84,2875
74,78,2923
68,32,3359
32,90,3186
191,66,3577
16,87,3680
66,82,3506
66,69,3488
72,72,3497
74,78,3458
78,67,3511
66,89,3522
72,74,3450
72,82,3453
84,84,3456
78,72,3440
32,32,3299
90,70,4399
66,89,4800
87,84,4716
82,76,4489
69,84,4482
72,68,4419
78,74,4357
67,72,4250
89,8,4655
74,8,4687
82,72,4855
84,84,4832
72,71,4835
32,32,4588
70,70,3459
89,75,2635
84,83,3805
76,188,3852
84,32,3958
68,70,3986
74,76,4234
72,74,4354
8,85,3888
8,32,4460
72,54,4331
84,54,4337
71,57,4795
32,49,4981
70,32,5128
75,68,5165
83,32,4692
188,191,8991
32,68,8809
70,74,9960
76,72,9602
74,70,9812
85,78,9977
32,82,9467
54,84,9500
54,85,9472
57,32,9125
49,57,8859
32,191,10071
68,16,9975
32,8,9484
191,8,5083
68,57,5417
74,188,4374
72,8,4644
70,191,4879
78,56,5367
82,8,5397
84,57,5518
85,32,6355
32,70,6279
57,75,6303
191,90,4968
16,75,5093
8,68,4976
8,70,5046
57,78,4797
188,67,4662
8,74,4364
191,67,3878
56,32,3347
8,70,3275
57,82,3144
32,78,2278
70,67,2167
75,70,2160
90,88,2137
75,69,2183
68,32,2252
70,74,2216
78,85,2193
67,74,2390
74,82,2474
67,67,2556
32,76,2473
70,74,2572
82,72,2435
78,74,2404
67,85,2523
70,32,2657
88,77,2622
69,76,2967
32,70,2998
74,79,3044
85,74,3156
74,75,2878
82,71,2914
67,16,2782
76,16,4222
74,32,4638
72,191,4714
74,84,4794
85,87,4871
32,66,4895
77,68,4947
76,74,4608
70,78,4457
79,70,4448
74,16,4437
75,188,4345
71,32,4554
16,70,4686
16,75,5362
16,84,5512
16,67,5703
16,32,8729
16,74,8851
16,85,9501
16,84,9591
16,79,9698
16,70,9943
16,186,10085
16,84,10593
16,75,10693
16,80,11192
16,66,11541
16,75,11669
16,188,11351
16,32,10607
32,66,10544
191,89,10750
84,84,10780
87,86,10795
66,66,10834
68,32,10960
74,74,10844
78,71,10895
70,32,11501
188,90,11421
16,67,11419
32,75,11299
70,8,11954
75,8,11322
84,8,11283
67,8,11238
32,8,8270
74,32,8815
85,90,8333
84,67,8781
79,75,9112
70,8,9656
186,78,10328
84,84,9882
75,70,9977
80,68,9552
66,83,9311
75,80,9248
188,70,9306
32,89,9127
66,32,9851
89,81,9641
84,83,9630
86,72,9533
66,74,9296
32,78,9054
74,74,9065
71,82,9094
32,32,8616
90,191,8542
67,16,8425
75,82,9011
8,74,8341
8,78,8287
8,67,8424
8,70,8468
8,88,8507
32,69,8192
90,32,8463
67,81,8145
75,74,7876
8,82,7210
78,67,6557
84,76,6615
70,74,6591
68,72,6498
83,74,6637
80,85,6741
70,32,6746
89,89,7124
32,192,6530
81,89,6672
83,66,6716
72,76,7027
74,84,7310
78,74,7407
74,67,7393
82,66,7507
32,72,7279
191,71,7326
16,32,7591
82,75,7508
74,83,7591
78,188,7639
67,32,7845
70,69,7851
88,79,7853
69,66,7660
32,188,7332
81,76,7264
74,70,8021
82,75,8040
67,82,8087
76,32,8608
74,69,8609
72,86,8680
74,74,8698
85,82,8661
32,67,8508
89,76,8622
192,74,8369
89,219,8348
66,66,8233
76,72,7971
84,71,7725
74,32,7650
67,82,7698
66,32,8274
72,69,9101
71,8,9519
32,76,9689
75,76,9271
83,74,9202
188,85,9255
32,32,9066
69,54,9546
79,54,9533
66,57,9675
188,49,9705
76,32,9927
70,68,9195
75,16,9047
82,32,9527
32,191,8834
69,68,9343
86,74,9745
74,72,9703
82,70,9779
67,8,9831
76,72,9554
74,78,9590
219,82,9557
66,84,9565
72,85,9831
71,32,10388
32,50,10476
82,54,10526
32,191,10663
69,16,9734
8,55,9854
76,51,9436
76,32,10658
74,70,10696
85,75,11336
32,90,11287
54,75,10882
54,68,10885
57,70,10633
49,78,10587
32,67,10444
68,74,10541
16,67,10590
32,32,10372
191,70,10412
68,79,9849
74,66,9762
72,188,9829
70,76,10715
8,70,10972
72,75,10724
78,82,10691
82,32,10986
84,74,11344
85,85,11092
32,74,10503
50,82,10398
54,67,10432
191,76,9623
16,74,9724
55,219,9346
51,66,9287
32,72,8065
70,71,8106
75,32,7420
90,77,7383
75,76,7356
68,70,7562
70,79,7884
78,74,7983
67,75,7785
74,71,7650
67,32,7827
32,70,7715
70,76,7698
79,74,7726
66,85,7379
188,32,7843
76,54,7105
70,54,6807
75,57,7394
82,49,7671
32,32,7421
74,74,7139
85,16,7112
74,76,6958
82,32,7247
67,191,7203
76,69,7772
74,76,7749
219,74,7654
66,219,7842
72,66,7805
71,72,7827
32,71,7816
77,32,7907
76,69,7930
70,86,8226
79,74,7856
74,82,7777
75,67,7864
71,84,7948
32,88,7739
70,66,7638
76,75,7682
74,74,7793
85,78,7657
32,70,7013
54,82,7002
54,32,7231
57,69,6618
49,86,6691
32,74,6624
74,89,6608
76,78,6563
16,67,6432
32,84,6390
191,86,6441
69,32,6393
76,74,6452
74,75,6388
219,70,6320
66,8,6353
72,74,6657
71,186,6705
32,84,7258
69,75,7382
86,76,6912
74,70,7101
82,89,7147
67,66,7348
84,72,7272
88,71,7156
66,32,8346
75,74,8382
74,89,8776
78,77,8844
70,75,8946
82,70,8915
32,88,8638
69,70,8700
86,89,8347
74,74,8388
89,68,8373
78,72,8305
67,84,8392
84,16,8406
86,71,8228
32,32,8721
74,191,8650
75,69,8906
70,76,8865
8,74,8942
74,85,8620
186,32,9027
84,49,8385
75,51,8295
76,57,8472
70,49,8323
89,32,8489
66,68,8299
72,32,8456
71,89,8596
32,192,8417
74,79,8261
89,90,8212
77,68,8848
75,67,8906
70,74,8931
88,32,9049
70,66,8963
89,32,9089
74,69,10097
68,76,10217
72,74,10189
84,85,10287
71,32,11883
16,51,12320
32,50,11571
191,57,12048
69,49,11868
76,32,12331
74,68,12299
85,32,12487
32,89,12468
49,70,12444
51,68,12395
57,74,12180
49,89,12178
32,67,12052
68,74,12047
32,32,12473
89,75,12533
192,83,11589
79,188,11614
90,32,11392
68,77,10777
67,75,10710
74,74,10886
32,71,10757
66,74,10872
32,72,10644
69,82,9671
76,84,9623
74,16,9740
85,89,9625
32,13,8732
51,191,17543
50,81,19557
57,84,19231
49,78,19271
32,67,18881
68,70,18937
32,88,18680
89,32,19352
70,219,19257
68,69,19255
74,68,19327
89,76,19578
67,32,19608
74,80,19641
32,66,19000
75,32,19358
83,78,19378
188,66,19383
32,74,19405
77,78,19338
75,67,19459
74,74,19150
71,67,19156
74,32,19130
72,66,19192
82,82,19135
84,67,19151
89,84,19207
16,88,19243
13,66,18728
191,78,9194
81,82,7215
84,70,7078
78,65,6992
67,32,7228
70,90,7204
88,86,7269
32,84,6207
219,72,6185
69,68,6250
68,32,6579
76,84,6370
32,84,6332
80,79,6329
66,90,6351
32,74,6037
78,78,5886
66,67,5908
74,70,5791
78,89,5778
67,32,6414
74,68,6513
67,16,6387
32,32,7156
66,191,7123
82,56,7691
67,52,7555
84,32,7955
88,191,7834
66,16,7629
78,68,8585
82,84,8969
70,87,9069
65,89,10296
32,70,10058
90,78,10028
86,67,9936
84,68,9925
72,74,10285
68,16,10287
32,71,9816
84,32,10085
84,84,10057
79,87,10059
90,66,10066
74,75,9978
78,69,10014
67,32,10231
70,70,10176
89,89,10447
32,32,9725
68,83,9722
16,89,9818
32,74,9443
191,68,9443
56,72,10154
52,84,10184
32,16,9764
191,88,9635
16,189,10407
68,82,9830
84,66,9784
87,89,9688
89,76,8590
70,89,10063
78,74,10170
67,72,10128
68,71,10232
74,16,9772
71,32,10041
16,70,9924
32,89,10276
84,74,10363
87,81,10510
66,70,10499
75,72,10386
69,32,10755
32,66,10548
70,78,10500
89,67,10245
32,70,10294
83,88,10299
89,32,10267
74,81,10199
68,74,10294
72,89,8977
84,72,9067
88,84,9012
16,68,8853
189,84,8590
82,67,8359
66,32,8234
89,68,8194
76,32,8050
89,84,6553
74,68,6876
72,74,7953
71,82,7961
16,8,7822
32,68,7964
70,70,8034
89,72,7537
74,16,7490
81,82,7135
70,32,7801
72,68,7871
32,32,7663
66,90,7693
78,67,7781
67,84,8316
70,84,8329
88,79,8334
32,90,8006
81,76,8069
74,74,8064
89,219,8150
72,70,8392
84,89,8294
68,32,8508
84,191,8470
67,16,8323
32,84,8280
68,79,8456
32,66,8526
84,188,8629
68,76,8629
74,70,7501
82,75,7396
8,82,7293
68,32,7559
70,189,7496
72,32,7701
82,16,7955
16,18,7699
32,16,7794
68,48,7725
32,73,8516
90,75,8793
67,67,9116
84,73,9636
84,87,9641
79,79,10560
90,84,10585
76,65,10997
74,16,11061
219,66,10893
70,32,11550
89,90,11875
32,82,12069
191,65,12123
16,84,14293
84,78,14290
79,8,14250
66,84,15088
188,69,15089
76,77,14668
70,16,14914
75,67,14801
82,17,15829
32,18,15210
189,32,16461
32,191,16520
16,82,17180
18,67,17358
48,77,17477
16,75,17247
73,74,16829
75,71,16612
67,16,16803
73,57,15668
87,32,15838
79,84,15585
84,79,15630
65,66,15162
66,188,14961
16,76,15476
16,70,16664
16,75,16754
16,82,16952
16,32,17790
16,84,17931
16,74,17975
16,82,18073
16,87,18374
16,66,18975
32,68,18849
90,74,18524
82,78,17977
65,70,18153
84,16,16246
78,188,16054
8,13,16476
84,66,16097
69,66,16052
77,76,16102
67,84,15845
16,71,15996
16,74,16103
16,75,16146
16,82,16391
16,66,16513
16,87,16622
16,89,16768
16,222,17646
16,32,18510
16,81,18628
16,74,18768
16,89,18892
16,76,18959
16,74,19103
16,188,19238
16,74,19393
16,68,19477
16,67,19625
16,32,21093
16,189,21069
18,17,21911
32,107,20668
191,17,21503
82,109,20459
67,18,20949
77,17,20096
75,109,19995
74,32,21981
71,66,22149
57,66,21574
16,76,21648
32,84,21605
84,71,20971
79,66,20998
66,82,20979
188,66,21079
76,16,20784
70,68,19589
75,32,19845
82,80,19753
32,66,18981
84,32,19563
74,75,19617
82,70,19661
87,66,19468
66,72,18423
68,84,18362
74,78,18300
78,70,18345
70,86,18115
188,16,17820
16,13,18920
13,84,19472
66,79,18896
66,66,18882
76,188,18773
84,76,19124
71,70,19085
74,75,19050
75,82,19054
82,32,19542
66,84,19590
87,74,19551
89,82,19528
222,87,18824
32,66,18467
81,68,18680
74,74,19218
89,78,19168
76,70,19239
74,16,19309
188,188,19218
