up,timedelta,down
66,-1103,84
65,-1408,86
70,-3151,32
78,-3143,84
84,-3111,66
86,-2815,85
32,-767,69
84,-1063,72
66,-1223,76
85,-1807,66
69,-2199,32
72,-1919,8
76,-1775,8
66,-2167,32
32,-2023,188
8,-2112,16
8,-2543,32
32,-1599,90
54,-1511,66
16,-1726,85
32,-1247,74
90,-1270,75
66,-1463,74
85,-1398,72
74,-1807,78
75,-1759,67
74,-1527,70
72,-2383,32
78,-1839,188
67,-1921,16
70,-1950,90
32,-1199,66
54,-1183,85
16,-1335,74
90,-1087,75
66,-991,74
85,-895,72
74,-951,84
75,-975,86
74,-975,69
72,-1007,89
84,-1015,32
86,-1087,188
69,-1409,16
89,-2712,90
32,-2942,66
54,-2991,85
16,-3197,74
90,-1391,75
66,-1287,74
85,-1223,65
74,-1967,66
75,-2103,86
74,-2767,32
65,-2760,66
66,-2223,75
86,-2158,70
32,-1143,80
66,-1183,70
75,-1024,82
70,-926,74
80,-2088,32
70,-2008,84
82,-1983,66
74,-2000,89
32,-910,90
84,-911,66
66,-983,8
89,-1367,90
90,-1471,75
66,-1560,68
8,-3023,32
90,-2608,84
75,-2775,74
68,-2712,89
32,-1119,89
84,-1103,84
74,-911,68
89,-839,78
89,-863,67
84,-959,84
68,-959,79
78,-1008,69
67,-1007,8
84,-1279,87
79,-1503,67
69,-2447,32
8,-2519,68
87,-2111,74
67,-1879,89
32,-943,70
68,-925,66
74,-1031,76
89,-1264,66
70,-1287,72
66,-1255,84
76,-1159,86
66,-2247,32
72,-2271,90
84,-2335,66
86,-2327,89
32,-991,70
90,-943,86
66,-879,66
89,-815,89
70,-887,74
86,-991,71
66,-1672,32
89,-1743,74
74,-1799,85
71,-1847,74
32,-1047,82
74,-1031,67
85,-1167,81
74,-1343,70
82,-1326,78
67,-1255,66
81,-1047,82
70,-2519,32
78,-2599,84
66,-2543,66
82,-2583,89
32,-855,84
84,-855,75
66,-1031,68
89,-991,74
84,-1047,89
75,-1111,70
68,-967,8
74,-1151,74
89,-1136,78
70,-1031,67
8,-1239,32
74,-1332,70
78,-1415,89
67,-1503,16
32,-1431,13
70,-1743,32
89,-1822,190
16,-1908,16
13,-3527,32
32,-2928,39
55,-3020,68
16,-3174,74
32,-1183,89
39,-1062,70
68,-951,66
74,-1030,76
89,-1199,66
70,-1207,72
66,-1183,84
76,-1199,86
66,-1048,32
72,-1087,219
84,-1135,83
86,-1119,89
32,-1096,67
219,-1127,84
83,-1031,76
89,-1032,69
67,-1519,88
84,-1703,37
76,-2239,222
69,-2222,222
88,-2409,16
37,-2263,32
16,-2336,16
222,-2912,219
222,-3167,66
32,-2208,82
16,-2391,70
219,-1582,78
66,-1336,32
82,-1336,56
70,-1358,32
78,-1327,90
32,-1287,67
56,-1271,78
32,-927,84
90,-1046,70
67,-1327,68
78,-1267,83
84,-1498,67
70,-1583,66
68,-1199,71
83,-1335,74
67,-1378,32
66,-887,74
71,-871,85
74,-831,84
32,-887,67
74,-983,68
85,-1151,16
84,-4015,32
67,-4039,190
68,-4216,16
16,-4463,8
32,-1767,190
16,-3039,39
190,-3279,39
8,-3311,68
190,-2823,74
39,-1495,89
39,-1454,70
68,-1144,66
74,-1775,76
89,-1991,66
70,-2047,72
66,-1752,84
76,-1135,86
66,-1720,32
72,-1815,219
84,-2183,83
86,-2175,89
32,-1431,67
219,-1424,84
83,-1255,76
89,-1271,69
67,-1799,88
84,-2255,37
76,-2487,37
69,-3631,40
88,-3399,222
37,-2807,222
37,-2785,16
40,-1888,37
16,-1726,48
222,-1783,57
222,-1857,16
37,-1735,39
16,-2263,81
48,-2583,70
57,-2567,86
39,-1935,189
81,-2486,68
70,-2495,74
86,-2663,76
189,-2702,69
68,-2704,67
74,-2600,74
76,-2583,67
69,-2872,37
67,-1615,222
74,-1624,222
67,-2136,16
37,-3096,32
16,-3151,219
222,-3463,83
222,-3359,89
32,-1111,89
219,-1032,90
83,-815,74
89,-824,78
89,-790,67
90,-799,74
74,-831,71
78,-831,84
67,-1127,89
74,-3063,32
71,-3037,219
84,-3190,66
89,-3102,82
32,-1583,77
219,-1471,75
66,-1407,74
82,-1184,82
77,-911,67
75,-1175,84
74,-1111,89
82,-1215,32
67,-1175,66
84,-831,75
89,-911,66
32,-1799,32
66,-1855,74
75,-1879,85
66,-1911,74
32,-943,89
74,-943,76
85,-959,74
74,-1895,32
89,-1966,190
76,-2103,66
74,-2084,89
32,-1161,84
190,-1199,75
66,-996,68
89,-1111,90
84,-2402,74
75,-2247,72
68,-2223,71
90,-2111,32
74,-895,82
72,-1903,32
71,-2023,78
32,-2007,66
82,-2184,76
32,-1120,74
78,-1167,68
66,-1167,66
76,-1006,72
74,-927,71
68,-863,32
66,-783,74
72,-759,78
71,-967,222
32,-1599,32
74,-1695,74
78,-1703,78
222,-1615,32
32,-1064,188
74,-1056,16
78,-1967,219
32,-2143,70
54,-2079,89
16,-2267,70
219,-1104,66
70,-1040,76
89,-1303,66
70,-1327,72
66,-1410,84
76,-1159,86
66,-2157,32
72,-2271,219
84,-2607,83
86,-2551,89
32,-1215,89
219,-1135,90
83,-815,74
89,-807,78
89,-816,67
90,-927,74
74,-935,71
78,-924,32
67,-1000,219
74,-1034,66
71,-1151,82
32,-1207,77
219,-1292,75
66,-1000,74
82,-872,82
77,-838,67
75,-934,84
74,-886,89
82,-999,32
67,-912,68
84,-2568,32
89,-2623,69
32,-2607,80
68,-2712,70
32,-1296,72
69,-1304,67
80,-2575,32
70,-2559,66
72,-2455,87
67,-3382,32
32,-2119,66
66,-2031,66
87,-1881,87
32,-1447,90
66,-1407,75
66,-2807,69
87,-2775,82
90,-2280,72
75,-2271,66
69,-967,87
82,-2535,32
72,-2519,39
66,-2983,70
87,-2959,82
32,-1407,78
39,-1503,83
70,-1047,188
82,-1383,80
78,-1455,66
83,-2231,32
188,-2663,69
80,-2663,89
66,-2615,74
32,-1751,72
69,-1184,74
89,-863,78
74,-799,67
72,-791,32
74,-852,68
78,-1159,37
67,-1407,48
32,-1407,57
68,-1640,16
37,-1351,8
16,-2063,32
48,-2150,86
57,-2487,84
8,-1975,66
32,-1127,89
86,-1111,84
84,-775,73
66,-967,69
89,-1031,72
84,-1247,70
73,-1215,89
69,-1111,32
72,-975,67
70,-2046,32
89,-2039,67
32,-1976,67
67,-2103,84
32,-959,87
67,-1615,74
67,-1647,72
84,-1551,71
87,-2135,32
74,-1550,90
72,-1679,67
71,-1767,78
32,-1119,84
90,-1184,69
67,-1184,72
78,-1175,66
84,-1191,86
69,-1135,72
72,-895,74
66,-919,65
86,-2087,32
72,-2071,84
74,-2152,86
65,-2270,80
32,-1319,66
84,-1351,89
86,-1423,70
80,-1310,85
66,-1031,72
89,-1006,74
70,-911,32
85,-879,68
72,-2103,32
74,-2088,66
32,-2160,75
68,-2208,67
32,-1063,84
66,-2160,32
75,-2071,74
67,-2150,82
84,-2030,70
32,-879,89
74,-927,76
82,-1334,74
70,-1336,16
89,-1407,13
76,-7159,32
16,-7049,190
74,-7231,16
13,-7127,8
32,-1600,32
55,-1380,66
16,-1527,86
8,-1167,83
32,-943,89
66,-847,89
86,-887,90
83,-855,74
89,-799,78
89,-807,67
90,-831,74
74,-831,71
78,-2415,32
67,-2487,90
74,-2559,67
71,-2543,78
32,-1094,190
90,-1335,70
67,-1191,78
78,-1191,66
190,-1167,88
70,-918,67
78,-864,8
66,-1071,88
88,-1263,32
67,-4855,84
8,-4847,89
88,-4462,8
32,-4566,84
84,-1119,66
89,-1247,87
8,-1457,66
84,-1215,76
66,-1215,84
87,-1311,86
66,-1471,32
76,-1367,81
84,-1383,74
86,-1287,82
32,-975,67
81,-1151,81
74,-1231,70
82,-1263,78
67,-1176,66
81,-1015,82
70,-2670,32
78,-2688,81
66,-2695,74
82,-3095,89
32,-1222,89
81,-1271,74
74,-1311,66
89,-918,87
89,-1080,66
74,-1120,76
66,-1343,70
87,-1367,72
66,-1471,78
76,-1423,32
70,-1167,68
72,-2472,32
78,-2270,68
32,-2431,74
68,-2472,89
32,-1175,70
68,-1015,66
74,-911,76
89,-1055,66
70,-1079,72
66,-1095,84
76,-1063,86
66,-926,32
72,-952,52
84,-1255,49
86,-2742,8
32,-2596,8
52,-2471,8
49,-2091,8
8,-352,8
32,2447,8
83,2655,8
89,2908,8
70,2986,8
66,2705,8
76,1225,32
66,1433,83
72,1305,89
84,1249,70
86,1338,66
32,1617,76
66,1353,66
78,1353,72
16,1585,84
222,1361,86
32,1593,32
55,1745,66
16,1602,78
77,1649,222
89,1720,16
66,1593,32
32,1857,190
83,1864,16
89,1889,77
70,1673,89
66,1721,66
76,1353,32
66,1585,83
72,1520,89
84,1450,70
86,1404,66
32,2081,76
66,1897,66
32,2441,72
89,2505,84
90,2769,86
32,3753,32
83,3817,66
89,3617,32
70,3577,89
66,3168,90
76,1505,32
66,1609,83
72,1242,89
84,1233,70
86,1217,66
32,2401,76
90,2044,66
67,2369,72
78,2305,84
190,2329,86
70,1284,32
88,1583,90
66,1513,67
75,1649,78
80,1666,190
70,1426,70
72,1209,88
16,1025,66
32,1113,75
16,1186,80
190,985,70
8,1089,72
16,1280,16
188,1345,32
70,2185,190
89,2216,16
70,2006,8
66,1808,188
76,1456,16
66,1297,70
72,7883,89
84,7963,70
86,7929,66
32,8848,76
219,8768,66
83,2289,72
89,2345,84
72,2209,86
70,1121,32
71,1081,219
84,881,83
89,849,89
32,897,72
84,1000,70
68,969,71
76,1089,84
32,1681,89
66,1618,32
32,3345,84
16,3473,68
188,3210,76
86,3690,32
70,3705,66
89,1850,32
70,1633,188
85,1337,16
72,880,86
74,1001,70
32,4918,89
39,4990,70
69,5205,85
65,5229,72
37,5637,74
16,2081,32
48,1841,39
57,1681,69
86,2137,65
83,1793,37
89,1610,48
75,1641,57
74,1704,16
71,1265,86
32,1061,83
66,937,89
32,2001,75
39,2105,74
89,2801,71
70,2833,32
186,2937,66
88,2001,32
37,2392,39
16,2000,89
48,1889,70
57,1768,186
86,2256,88
83,1905,37
89,1737,48
78,1761,57
8,1761,16
89,1737,86
74,1545,83
75,1449,89
71,1441,78
32,2210,8
219,2418,89
66,2513,74
79,2608,75
190,2633,71
69,2121,32
68,1490,219
78,1377,66
67,1281,79
78,1170,190
84,945,69
68,857,68
78,945,78
74,985,67
74,1017,78
67,937,84
32,953,68
54,1025,78
16,849,74
68,2072,74
74,2225,67
89,2265,32
70,2073,188
66,1841,16
76,1442,68
66,1577,74
72,1481,89
84,1482,70
86,1314,66
32,1673,76
219,1793,66
83,1913,72
89,1993,84
72,2009,86
70,1457,32
71,1020,219
32,1625,83
50,1577,89
49,1465,72
32,2649,70
90,2689,71
67,2065,32
78,1945,50
84,2041,49
70,969,32
68,928,90
83,721,67
78,1057,78
66,911,84
88,1097,70
67,1121,68
70,1128,83
89,956,78
32,1031,66
74,873,88
85,857,67
84,780,70
67,961,89
68,921,32
16,753,74
13,1457,85
8,1681,84
8,1545,67
8,1521,68
84,1800,16
67,1377,13
68,1217,8
16,1105,8
32,2753,8
55,2417,84
16,2161,67
8,2544,68
32,2849,16
70,1537,32
89,1425,190
8,1441,16
84,1689,8
88,1201,32
66,1258,70
78,1329,89
70,1171,8
86,889,84
84,1154,88
219,1258,66
67,1304,78
32,2921,70
16,2947,86
188,2490,84
8,2850,219
32,3096,67
90,1665,32
70,1921,188
79,1880,16
190,1927,8
8,1658,32
188,1699,90
90,1521,70
89,1588,79
66,1498,190
76,1490,8
84,1280,188
74,1153,90
67,1128,89
32,3065,66
219,3140,76
8,3113,84
80,3497,74
66,3530,67
32,1577,32
54,1415,219
16,1201,8
8,1009,80
32,2825,66
90,2833,32
66,2785,188
89,2849,16
66,2761,8
75,921,32
32,1313,90
56,1392,66
16,1249,89
8,2033,66
16,2361,75
186,1745,32
16,1809,186
8,3833,16
32,3818,8
82,3290,16
84,3497,186
88,2329,16
74,1361,8
78,961,32
32,1409,82
219,1473,84
83,1425,88
89,1609,74
8,2641,78
32,2705,32
89,5074,219
69,5113,83
71,6626,89
69,5865,8
82,6274,32
70,3752,89
32,6067,69
81,4354,71
84,4249,69
89,3200,82
32,4321,70
70,2034,32
89,2017,81
32,1905,84
84,1821,89
83,889,32
89,1698,70
89,1778,89
84,1748,32
186,1860,84
74,1970,83
75,1201,89
74,1185,89
71,1329,84
67,1267,186
70,1049,74
72,1041,75
32,2058,74
78,1929,71
84,1874,67
90,2114,70
89,2306,72
66,1313,32
76,1689,78
84,1778,84
74,1618,90
67,1466,89
32,2442,66
90,2017,76
70,2170,84
72,2185,74
74,2153,67
78,1129,32
74,1121,90
82,849,70
32,1441,72
54,1527,74
16,1353,78
70,1977,74
75,3273,82
84,2601,32
78,2529,188
32,2492,16
66,2161,70
78,889,75
67,873,84
74,833,78
89,794,32
219,937,66
72,1225,78
84,1241,67
68,1305,74
74,1340,89
71,1266,219
32,1041,72
70,953,84
89,873,68
32,2297,74
190,2409,71
66,2609,32
89,2673,70
66,2721,89
75,1344,32
32,1297,190
190,1080,66
69,1161,89
89,1401,66
68,1313,75
74,1209,32
75,1201,190
67,1074,69
69,1153,89
32,2209,68
81,2249,74
74,2249,75
188,2233,67
74,1985,69
67,880,32
32,818,81
78,873,74
84,937,188
90,953,74
75,945,67
68,1233,32
70,1185,78
8,1089,84
68,1209,90
78,1329,75
67,1042,68
76,1161,70
84,1234,8
72,985,68
71,865,78
32,1684,67
76,1649,76
74,1609,84
219,1778,72
32,1985,71
81,1193,32
83,1177,76
89,1225,74
186,1417,219
69,1361,32
72,1433,81
70,1368,83
89,1417,89
16,937,186
32,1537,69
16,1609,72
190,1489,70
39,2241,89
8,2519,16
32,2425,32
66,2338,190
78,1888,16
67,1545,39
74,1128,8
89,825,32
219,663,66
72,1025,78
84,1073,67
68,1201,74
74,1364,89
71,1214,219
32,3561,72
74,3626,84
85,3545,68
84,3289,74
32,3377,71
70,801,32
89,802,74
32,834,85
66,864,84
32,1877,32
70,1913,70
75,1914,89
84,1912,32
78,1921,66
32,897,32
66,905,70
72,969,75
78,946,84
69,929,78
89,1057,32
68,1121,66
37,1137,72
16,1378,78
48,1273,69
57,1136,89
32,2505,68
76,2489,37
74,2257,48
219,2393,57
32,2312,16
81,1153,32
83,1129,76
89,1217,74
186,1369,219
69,1329,32
72,1449,81
70,1369,83
89,1282,89
32,1012,186
66,857,69
32,2521,72
13,4345,70
81,6817,89
66,6833,32
89,6880,66
89,5057,32
84,3321,13
72,849,81
78,758,66
69,977,89
89,1153,89
68,1177,84
32,7284,72
78,7274,78
84,7712,69
84,9088,89
86,9272,68
66,3505,32
32,3475,78
89,2915,84
70,1426,84
8,1245,86
89,1344,66
66,1329,32
76,1377,89
66,1650,70
72,1609,8
84,1216,89
86,1377,66
16,1121,76
32,4961,66
55,6249,72
16,6049,84
8,6378,86
55,6808,16
16,2641,32
39,2433,190
84,3088,16
72,3057,8
69,2568,16
78,3097,55
82,3041,39
89,2497,84
70,4449,72
71,4311,69
69,3889,78
82,3875,82
70,3778,89
37,2283,70
16,2691,71
48,2433,69
57,1809,82
190,4585,70
8,4145,37
188,4089,48
80,4313,57
87,4368,16
189,2905,190
77,3193,8
89,2977,188
222,2913,80
186,5025,87
88,4265,189
32,4929,77
68,4833,89
32,6072,222
81,3713,186
66,3482,88
78,2401,32
90,2297,68
89,858,32
74,826,81
71,904,66
32,1056,78
219,1193,90
83,1770,89
89,2018,74
68,1914,71
74,1737,32
89,1706,219
67,1130,83
74,953,89
32,2001,68
80,2057,74
66,2225,89
32,2265,67
86,2177,74
66,1090,32
89,1082,80
76,1001,66
74,984,32
32,1841,86
90,1826,66
67,1969,89
78,1872,76
84,1835,74
90,1201,32
75,1161,90
68,1145,67
90,1321,78
189,1377,84
32,1497,90
89,1721,75
70,1505,68
66,1385,90
76,1411,189
66,1273,32
72,1161,89
84,1257,70
16,1257,66
86,977,76
32,16425,66
16,16786,72
190,16633,84
8,17313,86
32,18249,16
84,2753,32
75,2257,190
84,1921,16
78,1752,8
32,1081,32
86,1049,84
74,1121,75
68,1090,84
66,1074,78
186,977,32
32,1193,86
68,1154,74
32,2304,68
66,2346,66
87,2224,186
32,2417,32
189,2458,68
66,1633,32
66,1569,66
85,1577,87
72,1193,32
84,1079,189
89,753,66
222,985,66
32,5424,85
66,5489,72
66,5577,84
87,5664,89
90,5848,222
75,1361,32
69,1393,66
82,1441,66
72,1433,87
66,1089,90
87,1090,75
32,2258,69
77,2281,82
78,2233,72
67,2161,66
70,2169,87
75,1073,32
188,1073,77
74,1121,78
32,1153,67
189,1153,70
32,2457,75
83,2409,188
89,2633,74
66,2889,32
87,2929,189
66,1641,32
76,1737,83
84,1770,89
86,1553,66
32,3113,87
81,2961,66
74,2889,76
82,2553,84
67,2609,86
81,1177,32
70,1369,81
78,1305,74
66,1369,82
82,1361,67
32,1370,81
81,1081,70
74,1121,78
89,1137,66
89,1425,82
74,1265,32
66,1329,81
87,1280,74
66,1417,89
76,1121,89
70,1121,74
72,1177,66
78,1230,87
32,3034,66
86,2986,76
90,3073,70
66,3113,72
89,3130,78
84,1081,32
75,1057,86
68,817,90
70,745,66
78,721,89
67,746,84
76,857,75
84,889,68
72,945,70
71,857,78
32,897,67
86,801,76
66,761,84
82,669,72
67,793,71
84,825,32
88,832,86
66,1114,66
80,1258,82
66,1102,67
65,1601,84
70,1811,88
78,1586,66
84,1437,80
86,1211,66
32,4099,65
86,4030,70
83,4126,78
89,4254,84
88,4190,86
69,1185,32
70,1317,86
89,1121,83
74,1105,89
76,1233,88
32,3845,69
74,3761,70
89,3793,89
67,3689,74
70,3553,76
75,769,32
85,761,74
74,745,89
67,737,67
32,737,70
189,905,75
32,2233,85
39,2305,74
75,3144,67
70,3353,32
89,3209,189
70,1809,32
82,1833,39
37,1090,75
16,1546,70
48,1457,89
57,1441,70
89,2201,82
70,2105,37
66,1505,48
76,1617,57
66,1895,16
72,1416,89
84,1449,70
16,1428,66
86,1161,76
91,1730,66
8,1954,72
8,1945,84
8,2289,86
84,2472,16
16,1622,91
86,1440,8
