up,timedelta,down
74,-1003,68
71,-1001,32
83,-750,70
68,-725,82
32,-565,66
70,-621,89
82,-821,186
66,-876,74
89,-933,76
186,-1283,69
74,-1256,219
76,-1282,32
69,-1114,83
219,-1043,89
32,-985,66
83,-714,78
89,-703,72
66,-664,70
78,-1062,82
72,-1019,16
70,-2201,32
16,-1987,191
82,-3579,8
32,-2524,32
191,-2437,90
8,-968,67
32,-772,77
90,-632,78
67,-712,70
77,-582,68
78,-686,66
70,-637,72
68,-781,70
66,-619,71
72,-1003,8
70,-1915,70
71,-2204,67
8,-1844,74
70,-1050,32
67,-837,78
74,-1344,84
32,-1107,186
78,-1215,74
84,-763,86
186,-814,32
74,-600,219
86,-900,83
32,-897,72
219,-1236,74
83,-919,78
72,-896,74
74,-744,82
78,-776,32
74,-619,74
82,-582,68
32,-601,78
74,-631,67
68,-902,72
78,-964,74
67,-875,78
72,-815,68
74,-677,70
78,-3117,32
68,-3033,191
70,-3058,16
32,-923,83
16,-1080,78
191,-1105,74
83,-844,188
78,-884,70
74,-756,72
188,-2554,32
70,-2451,51
72,-2532,51
32,-1066,32
51,-899,84
51,-825,186
32,-1784,82
84,-1762,70
186,-1819,78
82,-758,32
70,-1087,70
78,-984,32
32,-842,191
70,-720,16
32,-2859,81
16,-3105,66
191,-3249,89
81,-816,84
66,-554,89
89,-615,86
84,-640,74
89,-704,67
86,-697,32
74,-636,78
67,-696,84
32,-617,70
78,-669,68
84,-727,83
70,-719,80
68,-1179,83
83,-1149,68
80,-1446,32
83,-946,84
68,-850,89
32,-549,32
84,-578,219
89,-857,83
32,-984,72
219,-1031,74
83,-751,78
72,-648,74
74,-619,82
78,-806,32
74,-750,90
82,-835,66
32,-798,87
90,-1312,69
66,-1182,188
87,-1799,66
69,-1316,72
188,-1288,78
66,-600,70
72,-3931,32
78,-3942,191
70,-4074,16
32,-2395,70
16,-2300,89
191,-2715,84
70,-1104,67
89,-1154,67
84,-950,69
67,-1929,71
67,-1918,16
69,-1935,32
16,-736,70
71,-767,89
32,-700,78
70,-746,74
89,-738,75
78,-721,74
74,-799,71
75,-1675,32
74,-1753,52
71,-2031,50
32,-1215,50
52,-4413,32
50,-4151,74
50,-4172,89
32,-1195,84
74,-1365,88
89,-1271,70
84,-904,89
88,-788,80
70,-816,74
89,-897,188
80,-1169,8
74,-1018,8
188,-1748,74
8,-1328,74
8,-1523,74
74,-3157,32
74,-3119,70
74,-2906,76
32,-1113,74
70,-1129,85
76,-1469,32
74,-895,52
85,-1081,57
32,-858,57
52,-1033,49
57,-1832,32
57,-1855,84
49,-1744,77
32,-2714,75
84,-2661,66
77,-4514,190
75,-3809,8
66,-6479,77
190,-4900,78
8,-3687,16
77,-1150,32
16,-883,70
78,-883,82
32,-566,70
70,-692,186
82,-701,16
70,-703,8
16,-1005,219
186,-1086,16
8,-1096,32
16,-1009,84
219,-987,85
32,-880,74
84,-838,75
85,-879,70
74,-1020,78
75,-1115,70
70,-1046,82
78,-779,32
70,-680,68
82,-621,16
32,-8951,13
16,-9498,191
68,-9762,84
13,-1210,8
191,-1087,70
84,-916,86
8,-1022,66
70,-749,72
86,-805,16
66,-817,32
16,-644,68
72,-1374,32
32,-1540,89
68,-1673,84
32,-1069,89
89,-769,74
84,-651,72
89,-758,74
74,-813,219
72,-1528,74
74,-1462,71
219,-1284,32
74,-598,66
71,-631,32
32,-561,90
66,-606,67
32,-676,75
90,-908,70
67,-867,88
75,-815,89
70,-668,74
88,-718,82
89,-703,67
74,-708,16
82,-2275,32
67,-2240,191
16,-2803,8
32,-1418,32
191,-1366,68
8,-989,74
32,-650,72
68,-713,84
74,-568,89
72,-782,74
84,-819,66
89,-968,87
74,-948,82
66,-1734,84
87,-1665,75
82,-1609,75
84,-717,74
75,-817,82
75,-887,32
74,-825,219
82,-1148,83
32,-1064,89
219,-921,89
83,-682,192
89,-680,79
89,-1098,84
192,-1389,68
79,-1690,67
84,-1449,74
68,-953,72
67,-653,71
74,-622,32
72,-682,83
71,-599,71
32,-506,71
83,-676,69
71,-811,72
71,-846,85
69,-971,32
72,-806,81
85,-914,74
32,-740,73
81,-878,77
74,-695,75
73,-665,74
77,-569,188
75,-876,84
74,-851,89
188,-876,32
84,-601,66
89,-704,32
32,-7017,70
66,-6953,72
32,-7019,74
70,-750,68
72,-851,76
74,-1016,32
68,-914,74
76,-866,85
32,-569,74
74,-615,82
85,-636,67
74,-696,68
82,-816,84
67,-857,75
68,-900,74
84,-637,72
75,-715,74
74,-622,82
72,-873,32
74,-5943,32
82,-6116,74
32,-5982,85
32,-834,74
74,-673,82
85,-687,80
74,-1139,69
82,-1082,87
80,-1496,89
69,-1136,70
87,-1184,72
89,-806,65
70,-820,32
72,-804,83
65,-780,80
32,-905,70
83,-945,82
80,-831,70
70,-547,80
82,-846,32
70,-834,90
80,-916,90
32,-748,89
90,-1018,75
90,-985,74
89,-982,71
75,-733,67
74,-686,66
71,-678,32
67,-689,191
66,-601,16
32,-1020,83
16,-1111,89
191,-1354,66
83,-793,88
89,-868,89
66,-749,74
88,-756,82
89,-1137,32
74,-1041,81
82,-1070,74
32,-637,86
81,-761,70
74,-781,67
86,-703,32
70,-616,74
67,-654,76
32,-741,32
74,-775,75
76,-840,66
32,-841,186
75,-850,32
66,-754,84
186,-616,8
32,-906,82
84,-779,76
8,-1160,85
82,-5236,32
76,-5355,191
85,-4998,16
32,-671,8
16,-7331,32
191,-7376,190
8,-7634,66
32,-1090,75
190,-1155,70
66,-722,78
75,-771,66
70,-600,16
78,-670,32
16,-583,68
66,-683,32
32,-582,90
68,-604,67
32,-710,75
90,-869,69
67,-935,89
75,-846,72
69,-696,84
89,-1202,68
72,-1472,32
84,-1484,89
68,-947,84
32,-613,67
89,-620,67
84,-702,69
67,-745,71
67,-736,16
69,-734,32
16,-592,69
71,-748,76
32,-783,74
69,-874,85
76,-945,32
74,-763,50
85,-815,52
32,-2004,54
50,-2310,49
52,-3714,32
54,-2584,68
49,-2272,16
32,-4278,32
16,-4286,191
68,-4261,16
32,-620,8
16,-2429,32
191,-2584,66
8,-2387,86
32,-680,70
66,-677,82
86,-715,66
70,-559,89
82,-690,186
66,-845,74
89,-889,76
186,-898,69
74,-789,219
76,-1287,32
69,-1235,66
219,-1265,86
32,-784,66
66,-702,82
86,-743,80
66,-838,69
82,-1041,87
80,-1323,89
69,-1273,70
87,-1085,72
89,-785,65
70,-1148,32
72,-1048,66
65,-983,86
32,-808,66
66,-917,79
86,-1254,69
66,-1067,76
79,-987,84
69,-1152,68
76,-1121,32
84,-1032,67
68,-3721,32
32,-3809,68
67,-4033,74
32,-896,78
68,-1026,82
74,-819,66
78,-1016,75
82,-826,65
66,-988,89
75,-979,74
65,-898,82
89,-684,32
74,-652,76
82,-715,90
32,-711,72
76,-883,32
90,-800,75
72,-756,66
32,-642,186
75,-1001,84
66,-933,72
186,-912,84
84,-418,71
72,-1133,8
84,-1084,8
71,-1166,8
8,-512,8
8,-639,8
8,-1181,84
8,-1153,72
8,-2377,84
84,-1782,72
72,-1833,71
84,-913,32
72,-921,66
71,-1032,32
32,-695,84
66,-608,72
32,-701,74
84,-778,68
72,-989,76
74,-940,32
68,-917,86
76,-756,74
32,-800,82
86,-832,67
74,-778,68
82,-865,84
67,-837,75
68,-1316,74
84,-1049,72
75,-1130,74
74,-584,82
72,-702,32
74,-567,66
82,-553,72
32,-510,71
66,-5071,32
72,-5078,190
71,-5421,66
32,-960,89
190,-934,84
66,-599,186
89,-853,74
84,-833,75
186,-864,74
74,-611,71
75,-745,32
74,-691,82
71,-986,32
32,-847,90
82,-866,67
32,-565,78
90,-656,66
67,-741,188
78,-947,74
66,-917,67
188,-801,74
74,-652,71
67,-781,67
74,-749,66
71,-686,72
67,-604,71
66,-681,32
72,-708,85
71,-818,74
32,-758,86
85,-814,67
74,-689,32
86,-698,84
67,-561,89
32,-519,32
84,-497,74
89,-550,89
32,-584,32
74,-650,186
89,-917,66
32,-900,72
186,-884,70
66,-612,71
72,-585,16
70,-651,32
16,-567,68
71,-815,32
32,-633,75
68,-705,70
32,-599,219
75,-860,84
70,-1011,66
219,-1646,72
84,-1332,71
66,-9019,32
72,-8398,69
71,-8338,76
32,-1521,74
69,-1505,85
76,-3949,32
74,-2925,48
85,-2975,52
32,-658,54
48,-1340,49
52,-1544,32
54,-1667,68
49,-967,16
32,-699,8
16,-651,8
68,-1983,32
8,-1841,68
8,-2021,32
32,-7700,32
68,-7827,191
32,-7899,90
32,-919,75
191,-1144,74
90,-772,72
75,-917,74
74,-647,82
72,-732,32
74,-569,70
82,-657,87
32,-1038,67
70,-5052,66
87,-4961,71
67,-4716,74
66,-872,68
71,-958,66
74,-925,186
68,-1015,32
66,-930,74
186,-766,85
32,-662,74
74,-621,68
85,-733,72
74,-699,84
68,-635,71
72,-685,32
84,-833,70
71,-905,75
32,-1041,69
70,-1116,78
75,-1133,66
69,-862,78
78,-1558,32
66,-8149,89
78,-8134,84
32,-7678,74
89,-909,78
84,-915,67
74,-638,74
78,-681,76
67,-680,69
74,-1332,32
76,-1238,75
69,-1267,83
32,-637,188
75,-922,32
83,-14187,191
188,-14167,16
32,-14602,192
16,-1865,8
191,-3167,84
192,-2654,77
8,-2500,75
84,-1127,84
77,-683,73
75,-1086,66
84,-1067,72
73,-1068,16
66,-1284,32
16,-1303,70
72,-1442,75
32,-758,70
70,-748,89
75,-701,66
70,-644,76
89,-859,72
66,-1049,70
76,-966,82
72,-2129,32
70,-1958,66
82,-2209,18
32,-786,16
66,-862,32
18,-1865,73
16,-1919,73
32,-1816,73
16,-1201,16
73,-938,18
73,-850,16
73,-897,8
18,-638,8
16,-1062,73
8,-1024,73
8,-1119,16
16,-1035,18
73,-839,16
73,-2059,219
18,-2053,16
16,-2234,32
16,-2012,70
219,-1036,82
32,-665,66
70,-722,68
82,-818,74
66,-769,76
68,-974,190
74,-1052,75
76,-1053,16
190,-1568,32
16,-1446,90
75,-1527,75
32,-833,74
90,-852,72
75,-990,74
74,-820,82
72,-1676,32
74,-1676,84
82,-1642,66
32,-990,89
84,-840,70
66,-695,86
89,-950,66
70,-859,89
86,-1009,68
66,-911,32
89,-836,90
68,-794,188
32,-703,84
90,-887,67
188,-869,32
84,-727,70
67,-567,89
32,-1763,32
70,-1820,68
89,-1973,66
32,-790,78
68,-703,70
66,-523,72
78,-634,188
70,-1203,74
72,-1264,16
188,-1476,32
16,-1047,191
74,-2460,8
32,-2593,32
191,-2579,66
8,-1623,89
32,-1252,66
66,-1192,72
89,-1284,84
66,-2013,188
72,-2439,70
84,-2181,188
188,-1300,16
70,-1819,32
16,-1824,74
188,-2078,82
32,-784,67
74,-813,84
82,-726,88
67,-1166,89
84,-1092,70
88,-996,72
89,-858,65
70,-910,16
72,-2338,32
16,-2122,70
65,-4248,75
32,-2769,70
70,-2847,89
75,-853,66
70,-868,76
89,-1186,72
66,-1250,70
76,-1168,82
72,-2189,32
70,-2884,74
82,-2853,68
32,-1768,78
74,-913,67
68,-933,77
78,-634,75
67,-668,84
77,-616,78
75,-642,66
84,-553,68
78,-670,74
66,-633,72
68,-703,82
74,-715,74
72,-769,71
82,-891,32
74,-1957,75
71,-2332,66
32,-2044,88
75,-1175,69
66,-918,75
88,-983,74
69,-749,71
75,-622,32
74,-599,66
71,-1335,32
32,-1259,70
66,-1298,76
32,-913,74
70,-918,85
76,-1296,32
74,-1237,52
85,-1258,50
32,-2308,54
52,-2908,49
50,-3116,32
54,-1701,67
49,-1155,32
32,-969,90
67,-1338,8
32,-964,8
90,-1649,90
8,-1282,67
8,-1283,67
90,-656,75
67,-752,66
67,-989,76
75,-977,74
66,-982,219
76,-1117,70
74,-1053,89
219,-967,32
70,-719,86
89,-807,74
32,-748,72
86,-865,74
74,-684,78
72,-796,74
74,-668,82
78,-830,32
74,-683,68
82,-1889,32
32,-2586,191
68,-2556,16
32,-1971,84
16,-1417,86
191,-1548,66
84,-926,72
86,-931,16
66,-783,32
16,-617,68
72,-1202,32
32,-1801,75
68,-1956,192
32,-1857,68
75,-1248,74
192,-1081,72
68,-673,71
74,-553,32
72,-718,66
71,-661,89
32,-852,80
66,-779,66
89,-1771,8
80,-1861,66
66,-1994,186
8,-1095,32
66,-862,81
186,-651,74
32,-701,82
81,-666,67
74,-684,84
82,-684,88
67,-1196,72
84,-1089,74
88,-1044,68
72,-948,78
74,-1906,32
68,-2318,81
78,-1951,74
32,-1144,89
81,-677,68
74,-799,66
89,-756,78
68,-853,82
66,-651,70
78,-1150,32
82,-1767,77
70,-1748,78
32,-1313,67
77,-680,70
78,-754,88
67,-736,32
70,-639,190
88,-759,69
32,-888,89
190,-997,77
69,-836,75
89,-753,84
77,-634,78
75,-667,66
84,-585,88
78,-669,70
66,-572,89
88,-779,80
70,-843,16
89,-1506,32
16,-2517,191
80,-2898,70
32,-1977,86
191,-843,80
70,-1176,66
86,-1258,87
80,-1543,66
66,-880,67
87,-920,67
66,-631,70
67,-651,75
67,-733,82
70,-1060,32
75,-1919,66
82,-1839,67
32,-1861,66
66,-967,71
67,-1280,74
66,-855,68
71,-1360,66
74,-1308,186
68,-2688,32
66,-2167,68
186,-2039,74
32,-1078,82
68,-1046,66
74,-972,89
82,-759,186
66,-882,74
89,-882,75
186,-1053,74
74,-889,71
75,-992,74
74,-1300,8
71,-1333,8
74,-1233,8
8,-775,8
8,-806,8
8,-655,8
8,-1033,8
8,-2639,32
32,-307,81
81,-437,84
84,-244,75
75,-412,84
84,-265,78
78,-285,70
70,-215,68
68,-299,74
74,-282,89
89,-253,67
67,-350,74
74,-316,32
32,-281,80
80,-550,66
66,-548,32
32,-353,89
89,-327,66
66,-391,8
8,-704,89
89,-465,8
8,-1174,66
66,-401,76
76,-224,74
74,-2369,32
32,-309,191
16,-351,16
191,-452,8
8,-3336,81
81,-199,8
8,-9681,32
32,-1293,82
82,-218,66
66,-350,89
89,-478,186
186,-391,74
74,-360,76
76,-402,69
69,-323,219
219,-815,32
32,-255,219
219,-616,66
66,-269,82
82,-296,80
80,-504,69
69,-292,87
87,-2764,89
89,-317,70
70,-249,72
72,-233,65
65,-1012,32
32,-253,189
189,-401,32
32,-4197,89
89,-298,84
84,-297,67
67,-255,67
67,-393,69
69,-515,71
16,-182,16
71,-141,16
32,3446,16
70,3568,16
75,5617,16
74,5484,16
82,2696,32
66,2710,70
16,1020,75
89,647,74
13,24731,82
66,25120,66
75,24826,89
16,25345,16
222,1345,13
32,1436,66
67,1626,75
67,1013,222
66,1463,16
86,1497,32
16,1235,67
13,1973,67
75,1722,66
75,1559,86
74,1379,16
219,3261,13
78,3366,75
77,4841,75
75,4690,74
74,2503,219
16,2203,78
68,635,77
32,1670,75
66,1760,74
72,1582,68
89,1491,16
84,878,32
85,851,66
16,655,72
13,2991,89
87,3250,84
84,3635,85
78,3874,16
74,1490,13
32,1318,87
189,869,84
32,1019,78
78,1231,74
66,1217,32
65,1370,189
65,973,32
66,1466,78
72,1980,66
16,1952,65
85,1782,65
32,1357,66
76,716,72
66,1083,85
68,1061,16
84,2121,32
16,2267,76
76,1751,66
13,4584,68
82,3809,84
74,3587,76
89,3614,16
192,1055,13
188,680,82
84,919,74
72,896,89
32,835,192
189,777,188
32,670,84
72,1516,72
84,1449,32
80,1528,189
81,2582,32
84,4460,72
72,4452,84
65,4999,80
16,3554,81
32,1823,84
66,2723,72
89,2143,65
89,1966,16
66,1557,32
186,814,66
16,839,89
76,693,89
13,3728,66
219,3800,186
90,3913,76
75,3638,16
74,1009,13
72,839,219
32,683,90
16,941,75
68,757,74
13,1720,72
66,2588,32
78,2285,68
67,2278,16
74,1490,13
89,649,66
89,568,78
84,588,67
188,617,74
74,758,89
67,723,89
74,700,84
32,775,188
84,638,74
83,755,67
89,795,74
89,668,32
84,698,84
68,608,83
78,602,89
67,614,89
84,635,84
186,969,68
74,1201,78
76,1365,67
69,1455,84
16,1160,186
219,852,74
13,2410,76
8,3349,69
32,3832,219
191,3906,16
83,2869,13
87,1778,8
66,1535,32
78,1516,191
71,800,83
32,1303,87
81,1003,66
74,1067,78
89,1048,71
8,835,32
8,1077,81
8,1147,74
8,1116,89
8,808,8
32,3161,8
81,3186,8
74,3215,8
89,3245,8
77,683,32
79,1164,81
66,1514,74
219,1658,89
32,3221,77
81,2744,79
84,2829,66
78,2567,219
85,1533,32
74,1577,81
82,1199,84
32,1699,78
80,1518,85
66,1868,74
32,1935,82
70,1418,32
82,952,80
89,667,66
192,697,32
188,752,70
84,1018,82
72,961,89
32,1503,192
77,1550,188
78,1180,84
70,1335,72
68,653,32
83,619,77
72,1198,78
83,1572,70
68,1445,68
32,4335,83
90,3853,72
67,3448,83
78,3565,68
66,731,32
76,2485,90
74,3676,67
219,3767,78
8,3719,66
80,2363,76
66,1463,74
72,1284,219
71,1198,8
32,2726,80
69,2321,66
87,2289,72
8,2812,71
88,1897,32
78,1932,69
16,2108,87
74,1538,8
32,769,88
191,717,78
70,1461,74
75,1468,16
72,1988,32
74,1997,191
32,1018,70
74,1081,75
76,701,72
80,767,74
84,1000,32
89,996,74
85,945,76
32,968,80
68,687,84
32,952,89
78,1559,85
84,1444,32
70,1508,68
76,1231,32
70,717,78
71,917,84
74,842,70
71,845,76
32,2774,70
70,2558,71
87,2607,74
72,2997,71
74,889,32
85,851,70
32,1151,87
77,965,72
88,952,74
74,1594,85
16,1318,32
76,1153,77
13,2856,88
8,2364,74
32,2656,76
78,2615,16
84,1143,13
186,920,8
190,782,32
16,1404,78
67,1252,84
13,10463,186
70,11052,190
78,10297,67
66,10525,16
65,2200,13
65,1902,70
66,2473,78
72,2249,66
16,1602,65
85,984,65
32,1286,66
70,1282,72
76,1180,85
66,1774,16
68,1212,32
222,1160,70
16,1808,76
76,1131,66
32,3095,68
86,3165,222
84,2469,76
66,2427,16
78,816,32
67,1135,86
70,1169,84
88,1071,66
69,1232,78
16,1111,67
32,1177,70
67,933,88
32,1152,69
8,4016,16
74,6949,32
86,12836,67
77,12847,32
75,9750,8
66,7157,74
65,1235,86
32,1267,77
81,1205,75
83,720,66
89,865,65
89,501,32
84,514,81
68,538,83
78,800,89
67,769,89
8,802,84
78,1137,68
84,1036,78
186,1053,67
74,1111,8
76,830,78
8,788,84
186,1243,186
69,1229,74
219,1235,76
32,1326,8
81,969,186
83,893,69
89,777,219
186,675,32
70,852,81
72,912,83
78,939,89
84,787,186
86,553,70
72,783,72
82,768,78
78,801,84
74,973,86
72,679,72
74,884,82
82,972,78
32,833,74
81,846,72
66,846,74
82,781,82
67,714,32
89,793,81
70,651,66
82,619,82
66,598,67
72,597,89
84,636,70
86,550,82
70,633,66
32,716,72
81,636,84
74,797,86
86,761,70
84,897,32
89,839,81
32,2737,74
189,3320,86
32,3499,84
8,4937,89
32,5412,32
70,5035,189
76,4481,32
80,3468,8
84,1175,32
89,1002,70
85,1112,76
8,924,80
80,1034,84
32,1515,89
74,1527,85
85,1332,8
74,1150,80
89,718,32
66,722,74
75,860,85
72,1052,74
74,1084,89
32,1029,66
80,974,75
66,947,72
32,1405,74
81,1390,32
83,1355,80
89,1129,66
89,540,32
192,546,81
67,1062,83
70,1202,89
71,1165,89
16,1185,192
67,534,67
