down,up,timedelta
81,83,-42
83,89,16
89,67,48
67,70,85
70,72,22
72,16,103
82,82,-101
16,32,116
32,89,-42
89,74,-112
74,86,67
86,84,139
84,82,-85
82,74,92
74,16,114
71,71,-96
16,32,2369
32,0,9
0,70,143
70,72,-19
72,85,-14
85,66,29
66,32,118
32,0,-28
0,83,64
83,89,190
89,72,81
72,84,-4
84,78,31
78,0,89
0,77,-69
77,71,242
71,86,-4
86,74,615
74,82,-15
82,32,86
32,68,-47
68,32,274
32,90,5
90,67,-80
67,75,21
75,66,-47
66,68,101
68,90,32
90,74,57
74,71,-48
71,32,67
32,84,22
84,83,68
83,68,-95
68,72,162
72,84,14
84,71,36
71,68,-14
68,32,312
32,66,-74
66,32,55
32,82,892
82,66,35
66,72,87
72,16,132
65,65,-122
16,32,80
32,86,57
86,81,122
81,84,-63
84,16,325
85,85,-111
16,32,1116
32,68,2973
68,74,5
74,82,21
82,66,41
66,88,30
88,8,430
8,8,178
8,66,441
66,82,61
82,78,46
78,74,-68
74,0,-37
0,70,23
70,72,24
72,80,16
80,70,69
70,72,-18
72,32,182
32,81,-26
81,74,23
74,76,137
76,89,-20
89,70,24
70,86,132
86,74,72
74,82,-27
82,32,119
32,67,-10
67,32,235
32,84,12
84,78,18
78,67,70
67,84,85
84,86,94
86,68,-59
68,32,136
32,66,699
66,72,83
72,74,-42
74,86,12
86,66,102
66,85,-74
85,69,18
69,16,158
67,67,-89
16,32,292
32,86,23
86,74,24
74,89,-85
89,0,388
0,16,385
82,82,-106
16,32,143
32,86,506
86,74,67
74,72,-69
72,84,11
84,89,13
89,81,34
81,70,-53
70,80,23
80,66,69
66,76,47
76,32,122
32,86,23
86,83,77
83,68,-63
68,74,62
74,72,-63
72,85,-36
85,66,-26
66,32,388
32,86,-13
86,66,293
66,82,5
82,67,83
67,89,99
89,74,205
74,71,-48
71,90,-62
90,32,266
32,89,-79
89,70,-27
70,76,39
76,80,94
80,74,-90
74,67,25
67,32,101
32,75,-68
75,83,-5
83,0,5
0,32,521
32,16,-46
190,190,-172
16,86,544
86,74,34
74,89,-53
89,74,-31
74,86,33
86,84,109
84,82,-64
82,74,5
74,71,-69
71,32,121
32,173,-47
173,32,-42
32,81,1272
81,74,19
74,89,-41
89,89,65
89,84,60
84,75,25
75,84,88
84,67,-26
67,68,159
68,32,520
32,81,-23
81,74,-4
74,89,-52
89,89,62
89,84,22
84,75,54
75,73,82
73,83,53
83,86,-89
86,83,471
83,68,-101
68,32,2600
32,68,116
68,78,39
78,67,31
67,84,121
84,79,53
79,69,38
69,67,-75
67,32,493
32,0,-12
0,83,33
83,89,15
89,89,60
89,84,-17
84,0,73
0,74,-91
74,67,-31
67,74,32
74,32,128
32,80,-10
80,66,-27
66,32,550
32,86,518
86,66,1366
66,89,-68
89,76,260
76,74,-62
74,32,603
32,90,-10
90,67,-84
67,81,134
81,66,5
66,79,-53
79,0,346
0,90,28
90,75,47
75,68,-3
68,90,-63
90,32,373
32,16,-43
190,190,-170
16,69,-4
69,88,-58
88,70,18
70,82,-102
82,66,48
66,16,120
71,71,-90
16,32,87
32,190,103
190,74,726
74,76,-26
76,89,76
89,84,88
84,78,105
78,89,741
89,66,-53
66,16,116
89,89,-117
16,32,873
32,66,27
66,66,77
66,89,-82
89,70,-4
70,71,-5
71,86,17
86,74,33
74,82,-12
82,32,575
32,81,-4
81,84,-78
84,79,63
79,70,269
70,0,104
0,84,66
84,75,59
75,76,-42
76,70,324
70,89,127
89,66,64
66,72,-68
72,71,-32
71,32,168
32,16,835
190,190,-133
16,89,533
89,74,-65
74,86,28
86,84,279
84,82,89
82,74,98
74,16,103
71,71,-85
16,32,465
32,84,548
84,86,-52
86,66,82
66,89,-69
89,70,-41
70,32,146
32,66,-53
66,32,88
32,66,55
66,85,-47
85,89,27
89,70,157
70,86,-90
86,32,222
32,16,-84
190,190,-173
16,72,422
72,85,-73
85,66,-4
66,32,789
32,66,-17
66,66,55
66,72,-55
72,84,-4
84,67,-52
67,32,135
32,80,-42
80,66,536
66,32,154
32,74,5
74,68,-4
68,78,90
78,67,91
67,84,42
84,79,32
79,69,55
69,67,-57
67,32,233
32,173,-53
173,32,-17
32,69,1568
69,88,-90
88,70,154
70,82,-125
82,66,533
66,16,99
71,71,-117
16,0,88
0,8,209
8,16,591
71,71,-150
